"catalogNumber","WingSide","ImageName","percent_asymmetry","Cell","Location","decimalLatitude","decimalLongitude","Site_name","Site_code","Land_cover","Notes.","Total.Complete.Agr","Total.Complete.Dev","Total.Complete.For","area","circularity","length","width","percent_overlap"
"UCSB-IZC00058724","L","UCSB-IZC00058724_L_4.svg",12.4742773595026,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00755460462631366,0.625517031147943,0.150079769313036,0.083397233690817,49.200025770628
"UCSB-IZC00058724","R","UCSB-IZC00058724_R_4.svg",12.4742773595026,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00666754917074368,0.537558589531544,0.168354240649742,0.0567890457453872,49.200025770628
"UCSB-IZC00059182","L","UCSB-IZC00059182_L_1.svg",0.0716704256373167,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00669093716212673,0.560897056292882,0.176352260102288,0.05099913649115,96.4270763073385
"UCSB-IZC00059182","R","UCSB-IZC00059182_R_1.svg",0.0716704256373167,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00668614345681801,0.559336998898089,0.176506451941235,0.05255260676984,96.4270763073385
"UCSB-IZC00059182","L","UCSB-IZC00059182_L_4.svg",1.14283014363471,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00766410098773355,0.638598779855573,0.153101283954862,0.0924522478084824,96.1491867001905
"UCSB-IZC00059182","R","UCSB-IZC00059182_R_4.svg",1.14283014363471,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00757701097685533,0.626353364507398,0.150831693335014,0.0922954138818694,96.1491867001905
"UCSB-IZC00065437","L","UCSB-IZC00065437_L_1.svg",2.2054145185898,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.006672897951406,0.560397097494277,0.166459945961376,0.0817210396889124,96.4700251794387
"UCSB-IZC00065437","R","UCSB-IZC00065437_R_1.svg",2.2054145185898,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.0065273379914204,0.544928797301677,0.166956341952324,0.0815594145181654,96.4700251794387
"UCSB-IZC00065437","L","UCSB-IZC00065437_L_4.svg",1.75275491107167,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00751999678049482,0.620201825085007,0.159799506084442,0.0622736102336004,96.8127761567173
"UCSB-IZC00065437","R","UCSB-IZC00065437_R_4.svg",1.75275491107167,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00738933476010193,0.604928171483386,0.160102254492165,0.0614562746408083,96.8127761567173
"UCSB-IZC00058701","L","UCSB-IZC00058701_L_1.svg",1.62962355022474,1,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00643016550462506,0.532905546034876,0.174110524642052,0.0623989252729195,95.5524507339318
"UCSB-IZC00058701","R","UCSB-IZC00058701_R_1.svg",1.62962355022474,1,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00632622493325788,0.524805299633278,0.173879654124545,0.0617541373610279,95.5524507339318
"UCSB-IZC00058701","L","UCSB-IZC00058701_L_4.svg",2.10962862061728,4,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00750081360647895,0.615364660818666,0.144427940641924,0.117081868204444,96.0803255008755
"UCSB-IZC00058701","R","UCSB-IZC00058701_R_4.svg",2.10962862061728,4,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00766073984191773,0.633674938556792,0.144294055451559,0.115795098886193,96.0803255008755
"UCSB-IZC00055346","L","UCSB-IZC00055346_L_1.svg",3.3884536643021,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00648526015658608,0.538494828598045,0.177739451895488,0.05287522702473,94.890954217567
"UCSB-IZC00055346","R","UCSB-IZC00055346_R_1.svg",3.3884536643021,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00626917115894999,0.520641337102547,0.178845512313357,0.0491360403948277,94.890954217567
"UCSB-IZC00055346","L","UCSB-IZC00055346_L_4.svg",6.73942276480743,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00701809144081973,0.578972699716573,0.161266959555466,0.0656722030518744,86.983604997368
"UCSB-IZC00055346","R","UCSB-IZC00055346_R_4.svg",6.73942276480743,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00750756410925951,0.618046638642639,0.154351259641433,0.0764697060074511,86.983604997368
"UCSB-IZC00062586","L","UCSB-IZC00062586_L_1.svg",1.47930250845193,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00660852203913913,0.551221576536949,0.177103392115662,0.0543570375590799,97.1778892438131
"UCSB-IZC00062586","R","UCSB-IZC00062586_R_1.svg",1.47930250845193,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00670701054288897,0.560342614478214,0.176332374716748,0.0549964459033906,97.1778892438131
"UCSB-IZC00062586","L","UCSB-IZC00062586_L_4.svg",0.827065057563023,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00768399844283919,0.638419065851446,0.152051190520597,0.0851662813357983,97.5454418460405
"UCSB-IZC00062586","R","UCSB-IZC00062586_R_4.svg",0.827065057563023,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00774781400710024,0.646298279097316,0.151812533910581,0.0856541527441131,97.5454418460405
"UCSB-IZC00062603","L","UCSB-IZC00062603_L_1.svg",0.582170875602436,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00669524298972009,0.55808608452892,0.174601829315412,0.0558806230002417,98.0565856164902
"UCSB-IZC00062603","R","UCSB-IZC00062603_R_1.svg",0.582170875602436,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00665637836424833,0.554794744200623,0.174962509092383,0.056174560227316,98.0565856164902
"UCSB-IZC00062603","L","UCSB-IZC00062603_L_4.svg",1.87933984649891,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00799323512192956,0.664566098566785,0.143041127860809,0.108448061228416,95.9899745422259
"UCSB-IZC00062603","R","UCSB-IZC00062603_R_4.svg",1.87933984649891,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00784441350126745,0.654417643346167,0.145510080847224,0.10594719619662,95.9899745422259
"UCSB-IZC00062634","L","UCSB-IZC00062634_L_1.svg",2.98776729945385,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00671271735364593,0.560542711387295,0.175294471799379,0.0594138254576898,96.131089527394
"UCSB-IZC00062634","R","UCSB-IZC00062634_R_1.svg",2.98776729945385,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00691631930388811,0.582648399140997,0.174197188963901,0.0599510100279665,96.131089527394
"UCSB-IZC00062634","L","UCSB-IZC00062634_L_4.svg",0.732093644814412,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00782842184420707,0.652223221964896,0.152569989157643,0.0756484003609185,96.7164149415515
"UCSB-IZC00062634","R","UCSB-IZC00062634_R_4.svg",0.732093644814412,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00777131948676132,0.642055143200345,0.150590091976989,0.0757454186347817,96.7164149415515
"UCSB-IZC00065381","L","UCSB-IZC00065381_L_1.svg",NA,1,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065381","R","",NA,1,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065381","L","UCSB-IZC00065381_L_4.svg",NA,4,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,88.9825543878565
"UCSB-IZC00065381","R","",NA,4,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065387","L","UCSB-IZC00065387_L_1.svg",NA,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065387","R","",NA,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065387","L","UCSB-IZC00065387_L_4.svg",NA,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,81.8325336885416
"UCSB-IZC00065387","R","",NA,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065388","L","UCSB-IZC00065388_L_1.svg",3.5397571970868,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00634485115326686,0.53038803208855,0.175263091430079,0.0630305020304645,94.7067764597686
"UCSB-IZC00065388","R","UCSB-IZC00065388_R_1.svg",3.5397571970868,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00657349011058253,0.554195261687349,0.173436201977311,0.0660010052374741,94.7067764597686
"UCSB-IZC00065388","L","UCSB-IZC00065388_L_4.svg",0.292463288025283,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00783586890661011,0.650540642871365,0.152714220956581,0.0697528153675158,97.112597727565
"UCSB-IZC00065388","R","UCSB-IZC00065388_R_4.svg",0.292463288025283,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00781298532979107,0.645945595500802,0.154365757010446,0.0685386648127695,97.112597727565
"UCSB-IZC00065413","L","UCSB-IZC00065413_L_1.svg",1.88331048757141,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00664829083730672,0.556519027780868,0.176841463825443,0.0540742576042039,96.726651463479
"UCSB-IZC00065413","R","UCSB-IZC00065413_R_1.svg",1.88331048757141,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00652425090722943,0.548486121428961,0.177438465047151,0.053999880461705,96.726651463479
"UCSB-IZC00065413","L","UCSB-IZC00065413_L_4.svg",1.0952899159733,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00789881892000353,0.65478765170424,0.148195469341213,0.089156946778013,96.9990084715518
"UCSB-IZC00065413","R","UCSB-IZC00065413_R_4.svg",1.0952899159733,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00781277516716582,0.641860865641981,0.147913353295531,0.0900968520476231,96.9990084715518
"UCSB-IZC00065454","L","UCSB-IZC00065454_L_1.svg",0.546988575775899,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00660392990363251,0.552621668388369,0.169073583211647,0.0725663320632915,88.7526086959309
"UCSB-IZC00065454","R","UCSB-IZC00065454_R_1.svg",0.546988575775899,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00664015171032992,0.551307541977736,0.171340090092456,0.0684368075196256,88.7526086959309
"UCSB-IZC00065454","L","UCSB-IZC00065454_L_4.svg",11.999732786207,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.0077826692448312,0.643934848918535,0.139210810877945,0.124771051338994,78.4533748711672
"UCSB-IZC00065454","R","UCSB-IZC00065454_R_4.svg",11.999732786207,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00690163085790468,0.563085694792355,0.147426433327181,0.111751130897969,78.4533748711672
"UCSB-IZC00065422","L","UCSB-IZC00065422_L_1.svg",1.71446569025816,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.00656498168289515,0.548460313567327,0.174552376176147,0.0611074916520794,95.6155643704429
"UCSB-IZC00065422","R","UCSB-IZC00065422_R_1.svg",1.71446569025816,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.00667850923690134,0.559631446977402,0.173323304396625,0.0635243518669423,95.6155643704429
"UCSB-IZC00065422","L","UCSB-IZC00065422_L_4.svg",1.35487765865838,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.00698630837187614,0.561286417984564,0.160728346926154,0.0698134426860809,45.0831170079212
"UCSB-IZC00065422","R","UCSB-IZC00065422_R_4.svg",1.35487765865838,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.0068922893618614,0.549683453437283,0.163374515306725,0.0888007125369095,45.0831170079212
"UCSB-IZC00065431","L","UCSB-IZC00065431_L_1.svg",NA,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065431","R","",NA,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065431","L","UCSB-IZC00065431_L_4.svg",NA,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,81.7881319416359
"UCSB-IZC00065431","R","",NA,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065393","L","UCSB-IZC00065393_L_1.svg",5.92227750354614,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,0.00723045331554724,0.6134678368399,0.173390491836754,0.0573851785641653,92.3939592486991
"UCSB-IZC00065393","R","UCSB-IZC00065393_R_1.svg",5.92227750354614,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,0.00681456095528167,0.570712491881535,0.175581186601928,0.0524169854906881,92.3939592486991
"UCSB-IZC00065393","L","UCSB-IZC00065393_L_4.svg",1.79269691142962,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","cell fractured, inaccurate vector",NA,NA,NA,0.00739794957271691,0.606204652778737,0.160739168309978,0.0645979819630803,91.6985430528566
"UCSB-IZC00065393","R","UCSB-IZC00065393_R_4.svg",1.79269691142962,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,0.00726650496096525,0.598582419260955,0.164937695144724,0.0604643019922866,91.6985430528566
"UCSB-IZC00065419","L","UCSB-IZC00065419_L_1.svg",NA,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065419","R","",NA,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065419","L","",NA,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","not pictured",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065419","R","",NA,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00059207","L","UCSB-IZC00059207_L_1.svg",1.05010188660285,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00643905560971489,0.537852418141792,0.176232283143752,0.0584608278854044,97.5229463123115
"UCSB-IZC00059207","R","UCSB-IZC00059207_R_1.svg",1.05010188660285,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00650702914986567,0.544479003070231,0.175663959274928,0.0586736950476746,97.5229463123115
"UCSB-IZC00059207","L","UCSB-IZC00059207_L_4.svg",0.588136883549942,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00762685619651843,0.634873376874476,0.152716914733299,0.0762108136072265,96.5483135843471
"UCSB-IZC00059207","R","UCSB-IZC00059207_R_4.svg",0.588136883549942,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00758213136379008,0.628884316197827,0.153685413854418,0.0764314062025773,96.5483135843471
"UCSB-IZC00062635","L","UCSB-IZC00062635_L_1.svg",0.166891322379579,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00673796170388022,0.564463515562359,0.168580219272323,0.0779832542101496,93.7566602443705
"UCSB-IZC00062635","R","UCSB-IZC00062635_R_1.svg",0.166891322379579,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00674921616863178,0.563931500658143,0.170254908846894,0.0737211136386787,93.7566602443705
"UCSB-IZC00062635","L","UCSB-IZC00062635_L_4.svg",NA,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,NA,NA,NA,NA,82.4053809779181
"UCSB-IZC00062635","R","",NA,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","fractured wing",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065371","L","UCSB-IZC00065371_L_1.svg",1.25180573661884,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00692297416537686,0.580436150416316,0.157898357671746,0.0966846073567739,97.7154577784549
"UCSB-IZC00065371","R","UCSB-IZC00065371_R_1.svg",1.25180573661884,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00683685102483695,0.570063361136192,0.158740216810321,0.0964137791442333,97.7154577784549
"UCSB-IZC00065371","L","UCSB-IZC00065371_L_4.svg",0.372453337575603,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00769374624337579,0.638488435782894,0.158464798119012,0.07013012099406,98.1748827154383
"UCSB-IZC00065371","R","UCSB-IZC00065371_R_4.svg",0.372453337575603,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00766514389391034,0.635137859633182,0.158482858322603,0.069782777446662,98.1748827154383
"UCSB-IZC00065405","L","UCSB-IZC00065405_L_1.svg",1.15248068904589,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00672897131865905,0.564156395100014,0.17444639021956,0.0556408815669521,96.638259595025
"UCSB-IZC00065405","R","UCSB-IZC00065405_R_1.svg",1.15248068904589,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00665186553825471,0.555023005185053,0.175071867157741,0.0558108502660225,96.638259595025
"UCSB-IZC00065405","L","UCSB-IZC00065405_L_4.svg",2.10269026156069,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00781925613085748,0.648522266724849,0.145068734958601,0.108828179059284,94.4106937101788
"UCSB-IZC00065405","R","UCSB-IZC00065405_R_4.svg",2.10269026156069,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.0076565519758784,0.625957855181412,0.144971052316351,0.109046535136748,94.4106937101788
"UCSB-IZC00065442","L","UCSB-IZC00065442_L_1.svg",0.0882065482668775,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.0065451606333001,0.54759129155064,0.176957652887389,0.0503378812952063,95.6328660651276
"UCSB-IZC00065442","R","UCSB-IZC00065442_R_1.svg",0.0882065482668775,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00653938991810129,0.548461771929545,0.176694349799997,0.0509324706858047,95.6328660651276
"UCSB-IZC00065442","L","UCSB-IZC00065442_L_4.svg",0.678563205265917,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00788445889922753,0.654999495041434,0.145931083693968,0.094661442533327,84.0523509526327
"UCSB-IZC00065442","R","UCSB-IZC00065442_R_4.svg",0.678563205265917,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00783113876760017,0.65010383816037,0.14352284797267,0.108061948368709,84.0523509526327
"UCSB-IZC00055779","L","UCSB-IZC00055779_L_1.svg",0.782590017064221,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00643253948345695,0.533558286418787,0.178256875494684,0.0530279295711143,97.6330917840809
"UCSB-IZC00055779","R","UCSB-IZC00055779_R_1.svg",0.782590017064221,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00638239528336772,0.533903220090417,0.178290929975461,0.0525795160614138,97.6330917840809
"UCSB-IZC00055779","L","UCSB-IZC00055779_L_4.svg",3.39603801498309,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00760192241356211,0.624311583992899,0.152424716752241,0.0825214915812298,93.4967878045514
"UCSB-IZC00055779","R","UCSB-IZC00055779_R_4.svg",3.39603801498309,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00734806872245425,0.604027686977863,0.155345448928227,0.0775843720637586,93.4967878045514
"UCSB-IZC00062636","L","UCSB-IZC00062636_L_1.svg",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00062636","R","",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00062636","L","UCSB-IZC00062636_L_4.svg",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,78.6482219865685
"UCSB-IZC00062636","R","",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065351","L","UCSB-IZC00065351_L_1.svg",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065351","R","",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065351","L","UCSB-IZC00065351_L_4.svg",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,82.1251557631078
"UCSB-IZC00065351","R","",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065364","L","UCSB-IZC00065364_L_1.svg",2.66627642884726,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00678884527108515,0.566708654224907,0.17659313755931,0.0541424868770232,96.0520696623959
"UCSB-IZC00065364","R","UCSB-IZC00065364_R_1.svg",2.66627642884726,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00661021724826517,0.552021070592256,0.176974929709045,0.0530690461035869,96.0520696623959
