"catalogNumber","WingSide","ImageName","percent_asymmetry","Cell","Location","decimalLatitude","decimalLongitude","Site_name","Site_code","Land_cover","Notes.","Total.Complete.Agr","Total.Complete.Dev","Total.Complete.For","area","circularity","length","width","percent_overlap"
"UCSB-IZC00058724","L","UCSB-IZC00058724_L_4.svg",12.4742773595026,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00755460462631366,0.625517031147943,0.150079769313036,0.083397233690817,81.209971517303
"UCSB-IZC00058724","R","UCSB-IZC00058724_R_4.svg",12.4742773595026,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00666754917074368,0.537558589531544,0.168354240649742,0.0567890457453872,81.209971517303
"UCSB-IZC00059182","L","UCSB-IZC00059182_L_1.svg",0.0679211311324126,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00669084850291293,0.560898476705715,0.176352772820635,0.0509989147179098,83.793349199756
"UCSB-IZC00059182","R","UCSB-IZC00059182_R_1.svg",0.0679211311324126,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00668630554574134,0.559329298571597,0.176632740819882,0.0540030369991813,83.793349199756
"UCSB-IZC00059182","L","UCSB-IZC00059182_L_4.svg",1.14163875745741,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00766410035938123,0.638613024292614,0.153142955306397,0.092431672176506,82.7836194496736
"UCSB-IZC00059182","R","UCSB-IZC00059182_R_4.svg",1.14163875745741,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00757710063057954,0.626353364507397,0.161094840228208,0.081250424260401,82.7836194496736
"UCSB-IZC00065437","L","UCSB-IZC00065437_L_1.svg",2.20382299071441,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00667284484514747,0.560397097494275,0.166459283574316,0.0817207144998149,83.1694036030846
"UCSB-IZC00065437","R","UCSB-IZC00065437_R_1.svg",2.20382299071441,1,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00652738994062886,0.544928797301675,0.170616616211424,0.0704706673679266,83.1694036030846
"UCSB-IZC00065437","L","UCSB-IZC00065437_L_4.svg",1.74548190256154,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00751974657703155,0.620206261177242,0.159797150353898,0.0622721897781121,84.5551913922355
"UCSB-IZC00065437","R","UCSB-IZC00065437_R_4.svg",1.74548190256154,4,"Oconee Co. GA",33.906534,-83.511588,"Harperfield",81,"Agricultural","",NA,NA,NA,0.00738962637371124,0.604928171483385,0.160138263598106,0.0614351546827456,84.5551913922355
"UCSB-IZC00058701","L","UCSB-IZC00058701_L_1.svg",1.63034550827125,1,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00643021206141474,0.532906788091644,0.174112256322474,0.0623996587177011,81.45362927323
"UCSB-IZC00058701","R","UCSB-IZC00058701_R_1.svg",1.63034550827125,1,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00632622506158957,0.524805299633276,0.172086365887704,0.0720010868561713,81.45362927323
"UCSB-IZC00058701","L","UCSB-IZC00058701_L_4.svg",2.10584730043948,4,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00750094474200821,0.615375704796442,0.144430944679645,0.117084642544333,85.0880600788672
"UCSB-IZC00058701","R","UCSB-IZC00058701_R_4.svg",2.10584730043948,4,"Jackson Co. GA",34.010302,-83.530196,"Kalmia",81,"Agricultural","",NA,NA,NA,0.00766058406454731,0.633674938556792,0.153320254971807,0.108553679278061,85.0880600788672
"UCSB-IZC00055346","L","UCSB-IZC00055346_L_1.svg",3.38512283568686,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00648517404328056,0.538496315752867,0.177740012796356,0.0528750489814866,81.0670410536529
"UCSB-IZC00055346","R","UCSB-IZC00055346_R_1.svg",3.38512283568686,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00626929679089127,0.520641337102547,0.178847859152924,0.0491653792715394,81.0670410536529
"UCSB-IZC00055346","L","UCSB-IZC00055346_L_4.svg",6.71184763907176,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00701978586351102,0.579005376826111,0.161287478863912,0.0656774017302022,84.307450047249
"UCSB-IZC00055346","R","UCSB-IZC00055346_R_4.svg",6.71184763907176,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00750730393018296,0.618046638642638,0.151160866918589,0.0920438787069244,84.307450047249
"UCSB-IZC00062586","L","UCSB-IZC00062586_L_1.svg",1.47265187900965,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00660874181166434,0.551221576536948,0.1771063369599,0.0543579413983965,85.1237015580553
"UCSB-IZC00062586","R","UCSB-IZC00062586_R_1.svg",1.47265187900965,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.0067067875080276,0.560342614478215,0.17655232782833,0.0529522812073961,85.1237015580553
"UCSB-IZC00062586","L","UCSB-IZC00062586_L_4.svg",0.823241000211965,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00768419405042389,0.638425006858422,0.15205340224354,0.085166449536798,83.9613688494907
"UCSB-IZC00062586","R","UCSB-IZC00062586_R_4.svg",0.823241000211965,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00774771495143324,0.646298279097314,0.153411973139782,0.0691503339860129,83.9613688494907
"UCSB-IZC00062603","L","UCSB-IZC00062603_L_1.svg",0.57694384162415,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00669507854881878,0.558086799245623,0.17460074184077,0.0558802123337233,84.3059139817214
"UCSB-IZC00062603","R","UCSB-IZC00062603_R_1.svg",0.57694384162415,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00665656281252378,0.554794744200622,0.174126336501125,0.0610184607822406,84.3059139817214
"UCSB-IZC00062603","L","UCSB-IZC00062603_L_4.svg",1.87392510729006,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00799301849619596,0.664566407270187,0.1430392268323,0.108446610177247,85.1013986005765
"UCSB-IZC00062603","R","UCSB-IZC00062603_R_4.svg",1.87392510729006,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00784462570069159,0.654417643346167,0.152964019706924,0.0678121744613639,85.1013986005765
"UCSB-IZC00062634","L","UCSB-IZC00062634_L_1.svg",2.98823251496428,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00671274249030919,0.56054470297653,0.175295475495582,0.0594142836276811,83.6445625514273
"UCSB-IZC00062634","R","UCSB-IZC00062634_R_1.svg",2.98823251496428,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00691637738613487,0.582648399140996,0.175110445985104,0.0540742975601146,83.6445625514273
"UCSB-IZC00062634","L","UCSB-IZC00062634_L_4.svg",0.738616101535597,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00782868615238197,0.652220926912888,0.152572019901682,0.0756494535608276,86.252570629731
"UCSB-IZC00062634","R","UCSB-IZC00062634_R_4.svg",0.738616101535597,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00777107497862461,0.642055143200343,0.15049887963868,0.0777752022328384,86.252570629731
"UCSB-IZC00065381","L","UCSB-IZC00065381_L_1.svg",NA,1,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065381","R","",NA,1,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065381","L","UCSB-IZC00065381_L_4.svg",NA,4,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,88.9825543878565
"UCSB-IZC00065381","R","",NA,4,"Olgethorpe Co. GA ",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065387","L","UCSB-IZC00065387_L_1.svg",NA,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065387","R","",NA,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065387","L","UCSB-IZC00065387_L_4.svg",NA,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,NA,NA,NA,NA,81.8325336885416
"UCSB-IZC00065387","R","",NA,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065388","L","UCSB-IZC00065388_L_1.svg",3.53941775752912,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00634486192506149,0.530388032088553,0.175263240204035,0.0630305555345833,85.4826353059594
"UCSB-IZC00065388","R","UCSB-IZC00065388_R_1.svg",3.53941775752912,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00657347895052583,0.554195261687349,0.175248642244329,0.0518115636477692,85.4826353059594
"UCSB-IZC00065388","L","UCSB-IZC00065388_L_4.svg",0.291281091665131,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00783583017136009,0.65054096611004,0.152713884995237,0.0697526623595127,85.986964260701
"UCSB-IZC00065388","R","UCSB-IZC00065388_R_4.svg",0.291281091665131,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.0078130390727763,0.645945595500801,0.155040891954664,0.0665639256822056,85.986964260701
"UCSB-IZC00065413","L","UCSB-IZC00065413_L_1.svg",1.8919655221217,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00664863998610385,0.556528202906207,0.17684461352331,0.0540756012420539,84.1080823008896
"UCSB-IZC00065413","R","UCSB-IZC00065413_R_1.svg",1.8919655221217,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00652402881011993,0.54848612142896,0.177485910044804,0.0534879951155208,84.1080823008896
"UCSB-IZC00065413","L","UCSB-IZC00065413_L_4.svg",1.08893390867869,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.0078985690371072,0.654787916186006,0.148193070128085,0.0891555237746182,83.4232200290937
"UCSB-IZC00065413","R","UCSB-IZC00065413_R_4.svg",1.08893390867869,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00781302460174358,0.641860865641982,0.14954268934752,0.0798475907387045,83.4232200290937
"UCSB-IZC00065454","L","UCSB-IZC00065454_L_1.svg",0.546988575775899,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00660392990363251,0.552621668388369,0.169073583211647,0.0725663320632915,88.7526086959309
"UCSB-IZC00065454","R","UCSB-IZC00065454_R_1.svg",0.546988575775899,1,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00664015171032992,0.551307541977736,0.171340090092456,0.0684368075196256,88.7526086959309
"UCSB-IZC00065454","L","UCSB-IZC00065454_L_4.svg",11.999732786207,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.0077826692448312,0.643934848918535,0.139210810877945,0.124771051338994,84.5503628894327
"UCSB-IZC00065454","R","UCSB-IZC00065454_R_4.svg",11.999732786207,4,"Olgethorpe Co. GA",33.965901,-83.212398,"Pinewood",81,"Agricultural","",NA,NA,NA,0.00690163085790468,0.563085694792355,0.147426433327181,0.111751130897969,84.5503628894327
"UCSB-IZC00065422","L","UCSB-IZC00065422_L_1.svg",1.71446569025816,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.00656498168289515,0.548460313567327,0.174552376176147,0.0611074916520794,95.6155643704429
"UCSB-IZC00065422","R","UCSB-IZC00065422_R_1.svg",1.71446569025816,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.00667850923690134,0.559631446977402,0.173323304396625,0.0635243518669423,95.6155643704429
"UCSB-IZC00065422","L","UCSB-IZC00065422_L_4.svg",1.35487765865838,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.00698630837187614,0.561286417984564,0.160728346926154,0.0698134426860809,89.2977178693614
"UCSB-IZC00065422","R","UCSB-IZC00065422_R_4.svg",1.35487765865838,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,0.0068922893618614,0.549683453437283,0.163374515306725,0.0888007125369095,89.2977178693614
"UCSB-IZC00065431","L","UCSB-IZC00065431_L_1.svg",NA,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065431","R","",NA,1,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065431","L","UCSB-IZC00065431_L_4.svg",NA,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,81.7881319416359
"UCSB-IZC00065431","R","",NA,4,"Clarke Co. GA",33.918963,-83.317472,"Cedar Springs",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065393","L","UCSB-IZC00065393_L_1.svg",5.94296054680862,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,0.00723149118103799,0.613499774835733,0.173397830525533,0.057388778372867,84.8791979946014
"UCSB-IZC00065393","R","UCSB-IZC00065393_R_1.svg",5.94296054680862,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,0.00681412836689377,0.570712491881536,0.174998410922099,0.0568068449129314,84.8791979946014
"UCSB-IZC00065393","L","UCSB-IZC00065393_L_4.svg",1.79141568743098,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","cell fractured, inaccurate vector",NA,NA,NA,0.00739790217791953,0.606204652778735,0.160738653423222,0.0645977750399895,80.8122090127319
"UCSB-IZC00065393","R","UCSB-IZC00065393_R_4.svg",1.79141568743098,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,0.00726655151594555,0.598582419260954,0.163728021260269,0.0674888756459845,80.8122090127319
"UCSB-IZC00065419","L","UCSB-IZC00065419_L_1.svg",NA,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065419","R","",NA,1,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065419","L","",NA,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","not pictured",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065419","R","",NA,4,"Clarke Co. GA",33.907188,-83.313267,"Indian Lake",21,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00059207","L","UCSB-IZC00059207_L_1.svg",1.04294564796239,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00643928601983216,0.537852418141785,0.176235436194467,0.0584618738342593,85.2353990846667
"UCSB-IZC00059207","R","UCSB-IZC00059207_R_1.svg",1.04294564796239,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00650679632100988,0.54447900307023,0.176756371973524,0.050209679479785,85.2353990846667
"UCSB-IZC00059207","L","UCSB-IZC00059207_L_4.svg",0.589624031481386,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00762691290922563,0.634873376874479,0.152717482527772,0.0762110969555286,85.0439126964656
"UCSB-IZC00059207","R","UCSB-IZC00059207_R_4.svg",0.589624031481386,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00758207498543961,0.628884316197827,0.154383468735803,0.0730098031644312,85.0439126964656
"UCSB-IZC00062635","L","UCSB-IZC00062635_L_1.svg",0.166891322379579,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00673796170388022,0.564463515562359,0.168580219272323,0.0779832542101496,93.7566602443705
"UCSB-IZC00062635","R","UCSB-IZC00062635_R_1.svg",0.166891322379579,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00674921616863178,0.563931500658143,0.170254908846894,0.0737211136386787,93.7566602443705
"UCSB-IZC00062635","L","UCSB-IZC00062635_L_4.svg",NA,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,NA,NA,NA,NA,82.4053809779181
"UCSB-IZC00062635","R","",NA,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","fractured wing",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065371","L","UCSB-IZC00065371_L_1.svg",1.25147266444073,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00692297964762083,0.58043691960731,0.157899083680346,0.0966823769517763,82.081918723266
"UCSB-IZC00065371","R","UCSB-IZC00065371_R_1.svg",1.25147266444073,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00683687921147722,0.570063361136191,0.164221295781955,0.0779066249614325,82.081918723266
"UCSB-IZC00065371","L","UCSB-IZC00065371_L_4.svg",0.372389193266108,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00769385539338183,0.63851222971191,0.158468813765111,0.0701301348137344,85.9738366007789
"UCSB-IZC00065371","R","UCSB-IZC00065371_R_4.svg",0.372389193266108,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00766525755498121,0.635137859633182,0.156006336202772,0.0625685996061427,85.9738366007789
"UCSB-IZC00065405","L","UCSB-IZC00065405_L_1.svg",1.15924036920293,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00672920718306477,0.564159205340406,0.174449429736031,0.0556413804965495,84.2084742801283
"UCSB-IZC00065405","R","UCSB-IZC00065405_R_1.svg",1.15924036920293,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00665164903952613,0.555023005185053,0.174226561611197,0.0624399236526972,84.2084742801283
"UCSB-IZC00065405","L","UCSB-IZC00065405_L_4.svg",2.10934128644958,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00781952033476341,0.648520460183767,0.14507150016302,0.108830126620728,83.3540084800343
"UCSB-IZC00065405","R","UCSB-IZC00065405_R_4.svg",2.10934128644958,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00765630138627382,0.625957855181412,0.156433833837055,0.0645521786832655,83.3540084800343
"UCSB-IZC00065442","L","UCSB-IZC00065442_L_1.svg",0.0882065482668775,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.0065451606333001,0.54759129155064,0.176957652887389,0.0503378812952063,95.6328660651276
"UCSB-IZC00065442","R","UCSB-IZC00065442_R_1.svg",0.0882065482668775,1,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00653938991810129,0.548461771929545,0.176694349799997,0.0509324706858047,95.6328660651276
"UCSB-IZC00065442","L","UCSB-IZC00065442_L_4.svg",0.678563205265917,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00788445889922753,0.654999495041434,0.145931083693968,0.094661442533327,90.8366502589104
"UCSB-IZC00065442","R","UCSB-IZC00065442_R_4.svg",0.678563205265917,4,"Clarke Co. GA",33.990978,-83.495958,"Kenny Ridge",21,"Developed","",NA,NA,NA,0.00783113876760017,0.65010383816037,0.14352284797267,0.108061948368709,90.8366502589104
"UCSB-IZC00055779","L","UCSB-IZC00055779_L_1.svg",0.782370892554034,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00643253243575427,0.533558286418793,0.178256777842596,0.0530279005215339,83.233652611734
"UCSB-IZC00055779","R","UCSB-IZC00055779_R_1.svg",0.782370892554034,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00638240227621116,0.533903220090415,0.1784959217817,0.0496831282960498,83.233652611734
"UCSB-IZC00055779","L","UCSB-IZC00055779_L_4.svg",3.40131277190471,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00760213642233295,0.624316448214946,0.152427764312723,0.0825230335304048,83.8169450717977
"UCSB-IZC00055779","R","UCSB-IZC00055779_R_4.svg",3.40131277190471,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00734788787934504,0.604027686977863,0.157669313290176,0.0664084038692327,83.8169450717977
"UCSB-IZC00062636","L","UCSB-IZC00062636_L_1.svg",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00062636","R","",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00062636","L","UCSB-IZC00062636_L_4.svg",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,78.6482219865685
"UCSB-IZC00062636","R","",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065351","L","UCSB-IZC00065351_L_1.svg",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065351","R","",NA,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065351","L","UCSB-IZC00065351_L_4.svg",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,NA,NA,NA,NA,82.1251557631078
"UCSB-IZC00065351","R","",NA,4,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","not taken",NA,NA,NA,NA,NA,NA,NA,NA
"UCSB-IZC00065364","L","UCSB-IZC00065364_L_1.svg",2.66740485442976,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00678896487171666,0.566706740075372,0.176595876594674,0.0541435596267152,83.350109721137
"UCSB-IZC00065364","R","UCSB-IZC00065364_R_1.svg",2.66740485442976,1,"Clarke Co. GA",33.894539,-83.287277,"Millstone",22,"Developed","",NA,NA,NA,0.00661025909642559,0.552021070592255,0.17665422515221,0.05542076341951,83.350109721137
